DateTime,NavigatedToUrl,PageTitle
2026-06-23T04:39:57.334Z,https://microsoftedge.microsoft.com/addons/detail/%E7%AF%A1%E6%94%B9%E7%8C%B4/iikmkjmpaadaobahmlepeloendndfphd?hl=zh-CN,篡改猴 - Microsoft Edge Addons
2026-06-23T04:39:46.439Z,https://microsoftedge.microsoft.com/addons/Microsoft-Edge-Extensions-Home?hl=zh-CN,Microsoft Edge 加载项
2026-06-23T04:39:45.993Z,https://microsoftedge.microsoft.com/addons?hl=zh-CN,Microsoft Edge Add-ons
2026-06-23T04:39:45.863Z,https://microsoftedge.microsoft.com/addons/Microsoft-Edge-Extensions-Home?hl=zh-CN,Microsoft Edge 加载项
2026-06-23T04:39:45.412Z,https://microsoftedge.microsoft.com/addons?hl=zh-CN,Microsoft Edge Add-ons
2026-06-23T04:39:01.710Z,https://microsoftedge.microsoft.com/addons/Microsoft-Edge-Extensions-Home,Microsoft Edge 加载项
2026-06-23T04:39:01.694Z,https://microsoftedge.microsoft.com/addons,Microsoft Edge 加载项
2026-06-23T04:39:01.451Z,https://microsoftedge.microsoft.com/addons/Microsoft-Edge-Extensions-Home,Microsoft Edge 加载项
2026-06-23T04:39:01.426Z,https://microsoftedge.microsoft.com/addons,Microsoft Edge 加载项
2026-06-23T04:39:01.313Z,https://microsoftedge.microsoft.com/addons/Microsoft-Edge-Extensions-Home,Microsoft Edge 加载项
2026-06-23T04:39:01.286Z,https://microsoftedge.microsoft.com/addons,Microsoft Edge 加载项
2026-06-23T04:38:13.668Z,https://microsoftedge.microsoft.com/addons/detail/sider%EF%BC%9A%E5%8C%85%E5%90%AB%E6%89%80%E6%9C%89%E6%A8%A1%E5%9E%8B%E7%9A%84ai%E4%BE%A7%E8%BE%B9%E6%A0%8F/dhoenijjpgpeimemopealfcbiecgceod,Sider：包含所有模型的AI侧边栏 - Microsoft Edge Addons
2026-06-23T04:38:13.445Z,https://microsoftedge.microsoft.com/addons/detail/sider%EF%BC%9A%E5%8C%85%E5%90%AB%E6%89%80%E6%9C%89%E6%A8%A1%E5%9E%8B%E7%9A%84ai%E4%BE%A7%E8%BE%B9%E6%A0%8F/dhoenijjpgpeimemopealfcbiecgceod,Sider：包含所有模型的AI侧边栏 - Microsoft Edge Addons
2026-06-23T04:38:12.131Z,https://microsoftedge.microsoft.com/addons/detail/dhoenijjpgpeimemopealfcbiecgceod,Microsoft Edge 加载项
2026-06-23T04:38:11.998Z,https://microsoftedge.microsoft.com/addons/detail/dhoenijjpgpeimemopealfcbiecgceod,Microsoft Edge 加载项
2026-06-23T04:36:55.512Z,https://microsoftedge.microsoft.com/addons/detail/color-picker/akckccjpbbpbgkpkhiegaidenhghkhdk,Color Picker - Microsoft Edge Addons
2026-06-23T04:36:43.260Z,https://microsoftedge.microsoft.com/addons/search?developer=Guokai%20Han,Microsoft Edge 加载项 - Guokai Han
2026-06-23T04:36:35.329Z,chrome-extension://kifdlkkkncadbhofogcaggklmgpcipek/options.html?from=install,Bilibili 扩展设置
2026-06-23T04:36:22.023Z,https://skr.skr3.cc:666/vodtype/1/,动漫 | 樱之空动漫・skr.cc❀樱花之空中舞一夜−官方动漫在线播放网站
2026-06-23T04:36:14.290Z,https://www.baidu.com/s?ie=utf-8&f=8&rsv_bp=1&rsv_idx=1&tn=baidu&wd=2026%E6%B1%9F%E8%A5%BF%E6%95%B0%E5%AD%A6%E7%AB%9E%E8%B5%9B%E9%A2%84%E8%B5%9B%E8%AF%95%E5%8D%B7%E5%8F%8A%E7%AD%94%E6%A1%88&fenlei=256&rsv_pq=0x9ed5ab120081bc09&rsv_t=599f%2BQTGGaWFVg9F8zG4P23TkEtdrKoWH%2FGFQmo8O9Y7Qugy3v6nVTKBx%2FX0&rqlang=en&rsv_dl=tb_pre&rsv_enter=1&rsv_sug3=1&rsv_n=2,2026江西数学竞赛预赛试卷及答案_百度搜索
2026-06-23T03:22:25.161Z,file://172.16.100.10/%E5%85%B1%E4%BA%AB%E6%96%87%E4%BB%B6%E7%9B%98/%E5%AD%A6%E7%A7%91%E7%BB%84/2027%E5%B1%8A%E9%AB%98%E4%BA%8C%E5%8C%96%E5%AD%A6/%E6%96%B0%E5%BB%BA%E6%96%87%E4%BB%B6%E5%A4%B9/%E7%AC%AC%E4%B8%80%E8%AE%B2.pdf,第一讲.pdf
2026-06-22T23:11:56.582Z,file:///C:/Users/26livehouse/Desktop/26%E7%8F%AD%E7%82%B9%E5%90%8D.html,高二（26）班随机点名
2026-06-22T23:11:56.038Z,file:///C:/Users/26livehouse/Desktop/26%E7%8F%AD%E7%82%B9%E5%90%8D.html,高二（26）班随机点名
2026-06-22T13:07:33.938Z,https://cn.bing.com/search?q=ponder%E7%94%A8%E6%B3%95&qs=n&form=QBRE&sp=-1&lq=0&pq=ponder%E7%94%A8%E6%B3%95&sc=12-8&sk=&cvid=A748FEB6F8C94703B4408680435AC385,ponder用法 - 搜索
2026-06-22T13:06:55.886Z,https://cn.bing.com/search?pglt=417&q=ponder&cvid=fb5214eb203d4628b6b7e9bb17f68c7a&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOTIGCAEQABhAMgYIAhAAGEAyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMgYICBAAGEDSAQg1MTQzajBqN6gCALACAA&FORM=ANSPA1&adppc=EDGEESS&PC=UCPDDB,ponder - 搜索
2026-06-22T12:45:46.052Z,https://cn.bing.com/search?q=spy&form=WSHBSH&qs=SW&cvid=efa548d9bdbc4f80ad15f9deafe5da8b&pq=&cc=CN&setlang=zh-CN&nclid=28B75BA9347E06D6797737FC31F8B106&ts=1782132343529&PC=WSBREC,spy - 搜索
2026-06-22T12:45:45.973Z,https://cn.bing.com/search?q=spy&form=WSHBSH&qs=SW&cvid=efa548d9bdbc4f80ad15f9deafe5da8b&pq=&cc=CN&setlang=zh-CN&nclid=28B75BA9347E06D6797737FC31F8B106&ts=1782132343529&nclidts=1782132343&tsms=529&PC=WSBREC,spy - 搜索
2026-06-22T12:44:15.765Z,https://zhuanlan.zhihu.com/p/355878952,Windows下的程序及热键监视神器——Spy++ - 知乎
2026-06-22T12:44:01.149Z,https://cn.bing.com/search?q=spyxx&qs=n&form=QBRE&sp=-1&lq=0&pq=spyxx&sc=12-5&sk=&cvid=40016CE357E24723B9872823E2B04E25,spyxx - 搜索
2026-06-22T12:24:26.240Z,https://cn.bing.com/search?pglt=417&q=spyxx&cvid=023cda17e8ce4650a014dbde5401467f&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOTIGCAEQABhAMgYIAhAAGEAyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMgYICBAAGEDSAQgyNTQ3ajBqN6gCALACAA&FORM=ANNTA1&adppc=EDGEESS&PC=UCPDDB,spyxx - 搜索
2026-06-22T12:23:58.051Z,https://baike.baidu.com/item/spy/19659849,spy（英语单词）_百度百科
2026-06-22T12:23:55.573Z,https://cn.bing.com/search?q=spy&form=WSBEDG&qs=SW&cvid=fa2f6a6d6376464797b3ec9c95e3a6c6&pq=spy&cc=CN&setlang=zh-CN&nclid=28B75BA9347E06D6797737FC31F8B106&ts=1782131032079&PC=WSBQUF,spy - 搜索
2026-06-22T12:23:55.558Z,https://cn.bing.com/?form=SPHPRE1&bbtnserp=1&bbtnfrm=WSBEDG,spy - 搜索
2026-06-22T12:23:54.936Z,https://cn.bing.com/search?q=spy&form=WSBEDG&qs=SW&cvid=fa2f6a6d6376464797b3ec9c95e3a6c6&pq=spy&cc=CN&setlang=zh-CN&nclid=28B75BA9347E06D6797737FC31F8B106&ts=1782131032079&PC=WSBQUF,spy - 搜索
2026-06-22T12:23:54.432Z,https://cn.bing.com/search?q=spy&form=WSBEDG&qs=SW&cvid=fa2f6a6d6376464797b3ec9c95e3a6c6&pq=spy&cc=CN&setlang=zh-CN&nclid=28B75BA9347E06D6797737FC31F8B106&ts=1782131032079&nclidts=1782131032&tsms=079&PC=WSBQUF,spy - 搜索
2026-06-22T11:49:03.216Z,https://cn.bing.com/search?q=%e6%b3%9b%e4%ba%9a%e4%b8%bb%e4%b9%89%e7%9a%84%e4%bb%a3%e8%a1%a8%e4%ba%ba%e7%89%a9&FORM=QSRE9,泛亚主义的代表人物 - 搜索
2026-06-22T11:48:26.378Z,https://cn.bing.com/search?q=%E6%B3%9B%E4%BA%9A%E4%B8%BB%E4%B9%89&form=ANNTH1&refig=6a39127cbbf54deca09a56ceb626087a&pc=W011&adppc=EDGEESS,泛亚主义 - 搜索
2026-06-22T11:48:04.541Z,https://zhuanlan.zhihu.com/p/383536744,《道德经》第八章上善若水原文与译文(有解析) - 知乎
2026-06-22T11:47:54.681Z,https://www.zhihu.com/search?q=%E5%B0%8F%E5%AD%A9%E5%A7%90%E5%90%90%E6%A7%BD%E5%B0%8F%E7%B1%B3%E9%9B%B7%E5%86%9B%E6%AD%A6%E6%B1%89%E8%BF%87%E6%97%A9&search_source=Trending&utm_content=search_hot&utm_medium=organic&utm_source=zhihu&type=content,小孩姐吐槽小米雷军武汉过早 - 搜索结果 - 知乎
2026-06-22T11:45:44.996Z,https://www.msn.cn/zh-cn/news/other/%E5%8A%A0%E9%80%9F%E7%94%B7%E6%80%A7%E8%A1%B0%E8%80%81%E7%9A%846%E4%B8%AA%E8%A1%8C%E4%B8%BA-%E5%90%B8%E7%83%9F%E5%8F%AA%E6%8E%92%E7%AC%AC5-%E6%8E%92%E7%AC%AC1%E7%9A%84-%E5%BE%88%E5%A4%9A%E4%BA%BA%E9%81%BF%E4%B8%8D%E5%BC%80/ar-AA22DGy9?ocid=winp2fptaskbar&cvid=6a390c3131bf4948b347fb3f6b40b970&ei=16,加速男性衰老的6个行为，吸烟只排第5!排第1的，很多人避不开
2026-06-22T11:45:05.362Z,https://zhuanlan.zhihu.com/p/383536744,《道德经》第八章上善若水原文与译文(有解析) - 知乎
2026-06-22T11:45:01.599Z,https://zhuanlan.zhihu.com/p/383536744,《道德经》第八章上善若水原文与译文(有解析) - 知乎
2026-06-22T11:15:45.244Z,https://cn.bing.com/search?q=%E5%B1%85%E5%96%84%E5%9C%B0%EF%BC%8C%E5%BF%83%E5%96%84%E6%B8%8A%EF%BC%8C%E4%B8%8E%E5%96%84%E4%BB%81%EF%BC%8C%E8%A8%80%E5%96%84%E4%BF%A1%EF%BC%8C%E6%94%BF%E5%96%84%E6%B2%BB%EF%BC%8C%E4%BA%8B%E5%96%84%E8%83%BD%EF%BC%8C%E5%8A%A8%E5%96%84%E6%97%B6&qs=n&form=QBRE&sp=-1&lq=0&pq=%E5%B1%85%E5%96%84%E5%9C%B0%EF%BC%8C%E5%BF%83%E5%96%84%E6%B8%8A%EF%BC%8C%E4%B8%8E%E5%96%84%E4%BB%81%EF%BC%8C%E8%A8%80%E5%96%84%E4%BF%A1%EF%BC%8C%E6%94%BF%E5%96%84%E6%B2%BB%EF%BC%8C%E4%BA%8B%E5%96%84%E8%83%BD%EF%BC%8C%E5%8A%A8%E5%96%84%E6%97%B6&sc=12-27&sk=&cvid=F9A5242582F8431FBED6FC47C16B7601,居善地，心善渊，与善仁，言善信，政善治，事善能，动善时 - 搜索
2026-06-22T11:15:38.352Z,https://cn.bing.com/search?q=%E5%B1%85%E5%96%84%E5%9C%B0%EF%BC%8C%E5%BF%83%E5%96%84%E6%B8%8A%EF%BC%8C%E4%B8%8E%E5%96%84%E4%BB%81%EF%BC%8C%E8%A8%80%E5%96%84%E4%BF%A1%EF%BC%8C%E6%94%BF%E5%96%84%E6%B2%BB%EF%BC%8C%E4%BA%8B%E5%96%84%E8%83%BD%EF%BC%8C%E5%8A%A8%E5%96%84%E6%97%B6&FORM=SUPEDD&adppc=EDGEESS&PC=U531,居善地，心善渊，与善仁，言善信，政善治，事善能，动善时 - 搜索
2026-06-22T11:15:38.345Z,https://cn.bing.com/?form=SPHPRE1&bbtnserp=1&bbtnfrm=SUPEDD,居善地，心善渊，与善仁，言善信，政善治，事善能，动善时 - 搜索
2026-06-22T11:15:34.756Z,https://cn.bing.com/search?q=%E5%B1%85%E5%96%84%E5%9C%B0%EF%BC%8C%E5%BF%83%E5%96%84%E6%B8%8A%EF%BC%8C%E4%B8%8E%E5%96%84%E4%BB%81%EF%BC%8C%E8%A8%80%E5%96%84%E4%BF%A1%EF%BC%8C%E6%94%BF%E5%96%84%E6%B2%BB%EF%BC%8C%E4%BA%8B%E5%96%84%E8%83%BD%EF%BC%8C%E5%8A%A8%E5%96%84%E6%97%B6&FORM=SUPEDD&adppc=EDGEESS&PC=U531,居善地，心善渊，与善仁，言善信，政善治，事善能，动善时 - 搜索
2026-06-22T11:14:59.850Z,https://cn.bing.com/search?qs=CT&pq=%e5%b1%85%e5%96%84%e5%9c%b0&sk=CSYN1CT1LT1&sc=11-3&q=%E5%B1%85%E5%96%84%E5%9C%B0%E5%BF%83%E5%96%84%E6%B8%8A%E4%B8%8E%E5%96%84%E4%BB%81%E8%A8%80%E5%96%84%E4%BF%A1&cvid=af9603823010415c8b4523501d45b1aa&gs_lcrp=EgRlZGdlKgYIAhAAGEAyBggAEEUYOTIGCAEQABhAMgYIAhAAGEAyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMgYICBAAGEDSAQkyMTUxMGowajSoAgiwAgE&FORM=ANAB01&adppc=EDGEESS&PC=UCPDDB,居善地心善渊与善仁言善信 - 搜索
2026-06-22T10:49:03.391Z,https://m.tesoon.com/increment/series/list?book_id=11188,26版/高考45套/英语/新高考Ⅰ卷
2026-06-22T10:48:57.986Z,https://m24.tesoon.com/tszz/increment-audio-detail?rid=223948&bid=11188&mid=1189,天星教育
2026-06-22T10:48:49.596Z,https://m.tesoon.com/increment/series/list?book_id=11188,26版/高考45套/英语/新高考Ⅰ卷
2026-06-22T10:48:31.411Z,https://www.tesoon.com/resource/detail?rid=226156,26版·高考45套·新高考·英语 听力合辑
2026-06-22T10:48:28.394Z,https://www.tesoon.com/,天星教育-上课认真听，下课练天星
2026-06-22T10:47:36.952Z,https://www.tesoon.com/resource/detail?rid=226156,26版·高考45套·新高考·英语 听力合辑
2026-06-22T10:47:27.582Z,https://cn.bing.com/search?pglt=417&q=2026%E9%AB%98%E8%80%83%E5%A4%A9%E6%98%9F45%E5%A5%97%E8%8B%B1%E8%AF%AD%E5%90%AC%E5%8A%9B%E9%9F%B3%E9%A2%91&cvid=021491de06744a96b23c3a536ae15ef0&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCTU1NjI2ajBqN6gCALACAA&FORM=ANSPA1&adppc=EDGEESS&PC=UCPDDB,2026高考天星45套英语听力音频 - 搜索
2026-06-22T10:10:44.093Z,https://cn.bing.com/search?q=%E2%80%9Ckk%E5%9B%AD%E5%8C%BA2.0%E2%80%9D%E9%81%AD%E8%BD%B0%E7%82%B8&form=ANSPH1&refig=6a3907afdf264c1ead3bc3b4754f651d&pc=CNNDSP&pqlth=0&assgl=12&sgcn=%E2%80%9Ckk%E5%9B%AD%E5%8C%BA2.0%E2%80%9D%E9%81%AD%E8%BD%B0%E7%82%B8&qs=PN&sgtpv=PN&smvpcn=0&swbcn=8&sctcn=0&sc=8-0&sp=2&ghc=0&cvid=6a3907afdf264c1ead3bc3b4754f651d&clckatsg=1&hsmssg=0,“kk园区2.0”遭轰炸 - 搜索
2026-06-22T09:56:00.592Z,https://www.bing.com/cnevents/worldcupmatch3?form=SHDFLT,微软必应 · 世界杯消消乐
2026-06-22T09:56:00.583Z,https://www.bing.com/cnevents/home?form=SHDFLT,微软必应 畅享世界杯
2026-06-22T09:55:43.863Z,https://rewards.bing.com/dashboard,首页 – Microsoft Rewards
2026-06-22T09:55:42.786Z,https://login.live.com/oauth20_authorize.srf?client_id=9c941f7c-a811-4e9c-8e66-29fdec50490f&scope=openid+profile+offline_access&redirect_uri=https%3a%2f%2frewards.bing.com%2fauth%2fcallback&response_type=code&state=eyJyZXF1ZXN0Ijp7InNjb3BlcyI6WyJvcGVuaWQiLCJwcm9maWxlIiwib2ZmbGluZV9hY2Nlc3MiXX0sInRpZCI6IjIyYjUyNzA4LThhNzUtNGQ3ZS05YmY3LTU0Yzc2ZmRkZDlkZSIsImNvZGVWZXJpZmllciI6ImV5SmhiR2NpT2lKU1UwRXRUMEZGVUMweU5UWWlMQ0psYm1NaU9pSkJNalUyUjBOTkluMC5PeWc2MDhLMV9jbXZZX3k0SS14UUxFbDdQRUt1d2VFS2xqTE9ZdU5HbHNzX0hyVmpfaEM0VHNRbkNZWG9oTHBJWGJsVnlGNDBTQ1FHTDdsNjZBMXNIQTZpWVhLSW5Ob3cxS2VxYkw5bGZmR0Y2TTMzUF9MS0JVNWIxOGxqMmo0c2M3WGNKZmlUNnRKeHRFcmh2MllRS0tac0xQOVNlYTB6Y0dJT0lGWloyQXNSejFUaldUZ0dUZi1IdFJ0S3ZmU0l5Z1g2LXNid2l3bElOblp5c21OaTloaEhiSGlOeDY1cnBGZ0Z2LUhPN3dLMGxRME5GNEd0cnZxdFRpMEZveDlhNlFaLURETUFPM3I3RGI3NHhfckY4U0tYVlBOakRqZWNtaUItdnVNQnNmbHBQbmprbVVBRG1WbDVCU1Z3TUNRekNka2tqQW1OWGtEYWdQOUpqSXpyS2cuUkt4ZmQ1bDF2a0h1czFWWC5kc1Z3RHBGRGRCemFSODZPY3VYek1LeDZtbFh0eTFtZnpKLUZlSFFMOUx6RlJiLVlwcG9ZRHFFSlVqRS5QZXY2VWR5TTZ3YU1KUG9uU1dWZFhnIiwicmVkaXJlY3RVcmwiOiIvZGFzaGJvYXJkIn0%3d&response_mode=form_post&code_challenge=WBhh9hcI2_QY0Z3YOHsN9K01RTL06Cyftjy_mT4pnwg&code_challenge_method=S256&x-client-SKU=msal.js.node&x-client-Ver=5.2.1&uaid=8ac8816d8c3d46dcbc5011ecfe674739&msproxy=1&issuer=mso&tenant=consumers&ui_locales=zh-CN&client_info=1&epctrc=DtVcou2IjQIqaAA1vMkXgA%2bQjRGIAdwUdrwgW6vd%2biI%3d3%3a1%3aCANARY%3aPvntCfW%2fT49yJeuyB6ETn8EuZlxNMgPxz%2f%2b0xZ%2fIk80%3d&epct=PAQABDgEAAAAdDD7nC9b5Q7JPd_okEQRFRXZvU3RzQXJ0aWZhY3RzCAAAAAAAGH7LVPioLFCJoefJAl5ne_-05Z4BYrg6J_Aclq7HLHFX935bARYtFgaZAW6SwVKgKmCq2-5y8Cd37Edim-xXOUOOlR6MUmRvJEzEXDH5b-pqXNTlHSmlWAMG4Pw3396sY01JHFqnbxv4g4QrN25KTMqSAbfyoPmGiStmKLygiEDtVXmdhwkqi7BPtmZ0dgRNPgJ6hetp5eHQ2pUgcbuNdCAA&jshs=0&fl=easi2&cobrandid=03c8bbb5-2dff-4721-8261-a4ccff24c81a&lw=1&clidata=1#,继续
2026-06-22T09:55:16.815Z,https://rewards.bing.com/redeem/?ref=rewardspanel,微软积分商城兑换目录
2026-06-22T09:55:00.958Z,https://cn.bing.com/search?q=meituan+takeaway&form=WCRWME&rwgbopen=1&noAI=1,meituan takeaway - 搜索
